Continent,Region/Country,Product,Variable,Year,Unit,Quantity
America,Antigua and Barbuda,Fresh Grapes,Imports,2012,tonnes,  336
America,Antigua and Barbuda,Dried Grapes,Consumption,2013,tonnes,  11
America,Antigua and Barbuda,Table Grapes,Consumption,2013,tonnes,  135
America,Antigua and Barbuda,Dried Grapes,Exports,2013,tonnes,0
America,Antigua and Barbuda,Dried Grapes,Imports,2013,tonnes,  57
America,Antigua and Barbuda,Fresh Grapes,Imports,2013,tonnes,  394
America,Antigua and Barbuda,Dried Grapes,Consumption,2014,tonnes,  45
America,Antigua and Barbuda,Table Grapes,Consumption,2014,tonnes,  135
America,Antigua and Barbuda,Dried Grapes,Exports,2014,tonnes,0
America,Antigua and Barbuda,Dried Grapes,Imports,2014,tonnes,  49
America,Antigua and Barbuda,Fresh Grapes,Imports,2014,tonnes,  382
America,Antigua and Barbuda,Dried Grapes,Consumption,2015,tonnes,  39
America,Antigua and Barbuda,Table Grapes,Consumption,2015,tonnes,  116
America,Antigua and Barbuda,Dried Grapes,Exports,2015,tonnes,0
America,Antigua and Barbuda,Dried Grapes,Imports,2015,tonnes,  42
America,Antigua and Barbuda,Fresh Grapes,Imports,2015,tonnes,  360
America,Antigua and Barbuda,Dried Grapes,Consumption,2016,tonnes,  29
America,Antigua and Barbuda,Table Grapes,Consumption,2016,tonnes,  124
America,Antigua and Barbuda,Dried Grapes,Exports,2016,tonnes,0
America,Antigua and Barbuda,Dried Grapes,Imports,2016,tonnes,  32
America,Antigua and Barbuda,Fresh Grapes,Imports,2016,tonnes,  304
America,Antigua and Barbuda,Dried Grapes,Consumption,2017,tonnes,  42
America,Antigua and Barbuda,Dried Grapes,Exports,2017,tonnes,0
America,Antigua and Barbuda,Dried Grapes,Imports,2017,tonnes,  45
America,Antigua and Barbuda,Fresh Grapes,Imports,2017,tonnes,  361
America,Antigua and Barbuda,Dried Grapes,Consumption,2018,tonnes,  44
America,Antigua and Barbuda,Dried Grapes,Exports,2018,tonnes,0
America,Antigua and Barbuda,Dried Grapes,Imports,2018,tonnes,  46
America,Antigua and Barbuda,Fresh Grapes,Imports,2018,tonnes,  353
America,Antigua and Barbuda,Dried Grapes,Consumption,2019,tonnes,  30
America,Antigua and Barbuda,Dried Grapes,Exports,2019,tonnes,0
America,Antigua and Barbuda,Dried Grapes,Imports,2019,tonnes,  32
America,Antigua and Barbuda,Fresh Grapes,Imports,2019,tonnes,  331
America,Antigua and Barbuda,Dried Grapes,Consumption,2020,tonnes,  19
America,Antigua and Barbuda,Dried Grapes,Exports,2020,tonnes,0
America,Antigua and Barbuda,Dried Grapes,Imports,2020,tonnes,  19
America,Antigua and Barbuda,Fresh Grapes,Imports,2020,tonnes,  316
America,Antigua and Barbuda,Dried Grapes,Exports,2021,tonnes,0
America,Antigua and Barbuda,Dried Grapes,Imports,2021,tonnes,  15
America,Antigua and Barbuda,Fresh Grapes,Imports,2021,tonnes,  251
America,Antigua and Barbuda,Dried Grapes,Exports,2022,tonnes,0
America,Argentina,Dried Grapes,Consumption,1995,tonnes, 1 468
America,Argentina,Table Grapes,Consumption,1995,tonnes, 26 600
America,Argentina,Dried Grapes,Exports,1995,tonnes, 7 004
America,Argentina,Fresh Grapes,Exports,1995,tonnes, 8 800
America,Argentina,Dried Grapes,Imports,1995,tonnes,  80
America,Argentina,Fresh Grapes,Imports,1995,tonnes, 1 800
America,Argentina,Dried Grapes,Production,1995,tonnes, 10 900
America,Argentina,Fresh Grapes,Production,1995,tonnes,2 854 800
America,Argentina,Table Grapes,Production,1995,tonnes, 33 600
America,Argentina,Dried Grapes,Consumption,1996,tonnes, 1 565
America,Argentina,Table Grapes,Consumption,1996,tonnes, 25 900
America,Argentina,Dried Grapes,Exports,1996,tonnes, 6 196
America,Argentina,Fresh Grapes,Exports,1996,tonnes, 10 646
America,Argentina,Dried Grapes,Imports,1996,tonnes,  58
America,Argentina,Fresh Grapes,Imports,1996,tonnes, 2 998
America,Argentina,Dried Grapes,Production,1996,tonnes, 8 000
America,Argentina,Fresh Grapes,Production,1996,tonnes,2 039 894
America,Argentina,Table Grapes,Production,1996,tonnes, 33 500
America,Argentina,Dried Grapes,Consumption,1997,tonnes, 2 200
America,Argentina,Table Grapes,Consumption,1997,tonnes, 28 300
America,Argentina,Dried Grapes,Exports,1997,tonnes, 8 123
America,Argentina,Fresh Grapes,Exports,1997,tonnes, 13 300
America,Argentina,Dried Grapes,Imports,1997,tonnes,  314
America,Argentina,Fresh Grapes,Imports,1997,tonnes, 2 800
America,Argentina,Dried Grapes,Production,1997,tonnes, 10 000
America,Argentina,Fresh Grapes,Production,1997,tonnes,2 481 908
America,Argentina,Table Grapes,Production,1997,tonnes, 38 800
America,Argentina,Dried Grapes,Consumption,1998,tonnes, 1 900
America,Argentina,Table Grapes,Consumption,1998,tonnes, 31 600
America,Argentina,Dried Grapes,Exports,1998,tonnes, 7 260
America,Argentina,Fresh Grapes,Exports,1998,tonnes, 16 500
America,Argentina,Dried Grapes,Imports,1998,tonnes,  674
America,Argentina,Fresh Grapes,Imports,1998,tonnes, 3 200
America,Argentina,Dried Grapes,Production,1998,tonnes, 8 477
America,Argentina,Fresh Grapes,Production,1998,tonnes,2 001 673
America,Argentina,Table Grapes,Production,1998,tonnes, 44 900
America,Argentina,Dried Grapes,Consumption,1999,tonnes, 5 020
America,Argentina,Table Grapes,Consumption,1999,tonnes, 35 700
America,Argentina,Dried Grapes,Exports,1999,tonnes, 9 811
America,Argentina,Fresh Grapes,Exports,1999,tonnes, 21 807
America,Argentina,Dried Grapes,Imports,1999,tonnes,  184
America,Argentina,Fresh Grapes,Imports,1999,tonnes, 5 157
America,Argentina,Dried Grapes,Production,1999,tonnes, 9 400
America,Argentina,Fresh Grapes,Production,1999,tonnes,2 424 986
America,Argentina,Table Grapes,Production,1999,tonnes, 52 400
America,Argentina,Dried Grapes,Consumption,2000,tonnes, 5 273
America,Argentina,Table Grapes,Consumption,2000,tonnes, 37 600
America,Argentina,Dried Grapes,Exports,2000,tonnes, 8 000
America,Argentina,Fresh Grapes,Exports,2000,tonnes, 22 000
America,Argentina,Dried Grapes,Imports,2000,tonnes,  236
America,Argentina,Fresh Grapes,Imports,2000,tonnes, 6 566
America,Argentina,Dried Grapes,Production,2000,tonnes, 10 547
America,Argentina,Fresh Grapes,Production,2000,tonnes,2 191 130
America,Argentina,Table Grapes,Production,2000,tonnes, 37 636
America,Argentina,Dried Grapes,Consumption,2001,tonnes, 2 299
America,Argentina,Table Grapes,Consumption,2001,tonnes, 30 900
America,Argentina,Dried Grapes,Exports,2001,tonnes, 7 190
America,Argentina,Fresh Grapes,Exports,2001,tonnes, 25 970
America,Argentina,Dried Grapes,Imports,2001,tonnes,  218
America,Argentina,Fresh Grapes,Imports,2001,tonnes, 4 961
America,Argentina,Dried Grapes,Production,2001,tonnes, 8 900
America,Argentina,Fresh Grapes,Production,2001,tonnes,2 459 900
America,Argentina,Table Grapes,Production,2001,tonnes, 30 918
America,Argentina,Dried Grapes,Consumption,2002,tonnes, 3 340
America,Argentina,Table Grapes,Consumption,2002,tonnes, 41 200
America,Argentina,Dried Grapes,Exports,2002,tonnes, 16 800
America,Argentina,Fresh Grapes,Exports,2002,tonnes, 36 490
America,Argentina,Dried Grapes,Imports,2002,tonnes,  70
America,Argentina,Fresh Grapes,Imports,2002,tonnes,  532
America,Argentina,Dried Grapes,Production,2002,tonnes, 13 100
America,Argentina,Fresh Grapes,Production,2002,tonnes,2 244 400
America,Argentina,Table Grapes,Production,2002,tonnes, 41 185
America,Argentina,Dried Grapes,Consumption,2003,tonnes, 1 400
America,Argentina,Table Grapes,Consumption,2003,tonnes, 42 300
America,Argentina,Dried Grapes,Exports,2003,tonnes, 9 670
America,Argentina,Fresh Grapes,Exports,2003,tonnes, 39 074
America,Argentina,Dried Grapes,Imports,2003,tonnes,  380
America,Argentina,Fresh Grapes,Imports,2003,tonnes, 1 089
America,Argentina,Dried Grapes,Production,2003,tonnes, 10 700
America,Argentina,Fresh Grapes,Production,2003,tonnes,2 301 500
America,Argentina,Table Grapes,Production,2003,tonnes, 81 354
America,Argentina,Dried Grapes,Consumption,2004,tonnes, 1 000
America,Argentina,Table Grapes,Consumption,2004,tonnes, 43 450
America,Argentina,Dried Grapes,Exports,2004,tonnes, 18 180
America,Argentina,Fresh Grapes,Exports,2004,tonnes, 48 331
America,Argentina,Dried Grapes,Imports,2004,tonnes,0
America,Argentina,Fresh Grapes,Imports,2004,tonnes,  900
America,Argentina,Dried Grapes,Production,2004,tonnes, 14 304
America,Argentina,Fresh Grapes,Production,2004,tonnes,2 651 000
America,Argentina,Table Grapes,Production,2004,tonnes, 91 780
America,Argentina,Dried Grapes,Consumption,2005,tonnes, 1 000
America,Argentina,Table Grapes,Consumption,2005,tonnes, 51 580
America,Argentina,Dried Grapes,Exports,2005,tonnes, 21 940
America,Argentina,Fresh Grapes,Exports,2005,tonnes, 51 943
America,Argentina,Dried Grapes,Imports,2005,tonnes,0
America,Argentina,Fresh Grapes,Imports,2005,tonnes, 1 000
America,Argentina,Dried Grapes,Production,2005,tonnes, 19 986
America,Argentina,Fresh Grapes,Production,2005,tonnes,2 829 700
America,Argentina,Table Grapes,Production,2005,tonnes, 103 522
America,Argentina,Dried Grapes,Consumption,2006,tonnes, 1 000
America,Argentina,Table Grapes,Consumption,2006,tonnes, 43 300
America,Argentina,Dried Grapes,Exports,2006,tonnes, 19 050
America,Argentina,Fresh Grapes,Exports,2006,tonnes, 70 890
America,Argentina,Dried Grapes,Imports,2006,tonnes,0
America,Argentina,Fresh Grapes,Imports,2006,tonnes, 1 014
America,Argentina,Dried Grapes,Production,2006,tonnes, 16 889
America,Argentina,Fresh Grapes,Production,2006,tonnes,2 880 928
America,Argentina,Table Grapes,Production,2006,tonnes, 114 204
America,Argentina,Dried Grapes,Consumption,2007,tonnes, 1 000
America,Argentina,Table Grapes,Consumption,2007,tonnes, 51 900
America,Argentina,Dried Grapes,Exports,2007,tonnes, 28 910
America,Argentina,Fresh Grapes,Exports,2007,tonnes, 58 970
America,Argentina,Dried Grapes,Imports,2007,tonnes,0
America,Argentina,Fresh Grapes,Imports,2007,tonnes, 1 007
America,Argentina,Dried Grapes,Production,2007,tonnes, 20 181
America,Argentina,Fresh Grapes,Production,2007,tonnes,3 092 509
America,Argentina,Table Grapes,Production,2007,tonnes, 110 763
America,Argentina,Dried Grapes,Consumption,2008,tonnes, 1 000
America,Argentina,Table Grapes,Consumption,2008,tonnes, 43 800
America,Argentina,Dried Grapes,Exports,2008,tonnes, 23 950
America,Argentina,Fresh Grapes,Exports,2008,tonnes, 69 653
America,Argentina,Dried Grapes,Imports,2008,tonnes,0
America,Argentina,Fresh Grapes,Imports,2008,tonnes, 1 736
America,Argentina,Dried Grapes,Production,2008,tonnes, 19 076
America,Argentina,Fresh Grapes,Production,2008,tonnes,2 921 211
America,Argentina,Table Grapes,Production,2008,tonnes, 113 410
America,Argentina,Dried Grapes,Consumption,2009,tonnes, 1 000
America,Argentina,Table Grapes,Consumption,2009,tonnes, 37 281
America,Argentina,Dried Grapes,Exports,2009,tonnes, 22 185
America,Argentina,Fresh Grapes,Exports,2009,tonnes, 46 270
America,Argentina,Dried Grapes,Imports,2009,tonnes,  44
America,Argentina,Fresh Grapes,Imports,2009,tonnes, 1 500
America,Argentina,Dried Grapes,Production,2009,tonnes, 22 553
America,Argentina,Fresh Grapes,Production,2009,tonnes,2 257 442
America,Argentina,Table Grapes,Production,2009,tonnes, 77 643
America,Argentina,Dried Grapes,Consumption,2010,tonnes, 1 000
America,Argentina,Table Grapes,Consumption,2010,tonnes, 35 656
America,Argentina,Dried Grapes,Exports,2010,tonnes, 23 282
America,Argentina,Fresh Grapes,Exports,2010,tonnes, 49 990
America,Argentina,Dried Grapes,Imports,2010,tonnes,  20
America,Argentina,Fresh Grapes,Imports,2010,tonnes,  756
America,Argentina,Dried Grapes,Production,2010,tonnes, 22 284
America,Argentina,Fresh Grapes,Production,2010,tonnes,2 716 676
America,Argentina,Table Grapes,Production,2010,tonnes, 88 614
America,Argentina,Dried Grapes,Consumption,2011,tonnes, 1 000
America,Argentina,Table Grapes,Consumption,2011,tonnes, 17 683
America,Argentina,Dried Grapes,Exports,2011,tonnes, 29 287
America,Argentina,Fresh Grapes,Exports,2011,tonnes, 56 420
America,Argentina,Dried Grapes,Imports,2011,tonnes,  44
America,Argentina,Fresh Grapes,Imports,2011,tonnes,  417
America,Argentina,Dried Grapes,Production,2011,tonnes, 27 329
America,Argentina,Fresh Grapes,Production,2011,tonnes,3 007 491
America,Argentina,Table Grapes,Production,2011,tonnes, 90 702
America,Argentina,Dried Grapes,Consumption,2012,tonnes,  800
America,Argentina,Table Grapes,Consumption,2012,tonnes, 29 651
America,Argentina,Dried Grapes,Exports,2012,tonnes, 29 207
America,Argentina,Fresh Grapes,Exports,2012,tonnes, 43 519
America,Argentina,Dried Grapes,Imports,2012,tonnes,0
America,Argentina,Fresh Grapes,Imports,2012,tonnes,  197
America,Argentina,Dried Grapes,Production,2012,tonnes, 29 996
America,Argentina,Fresh Grapes,Production,2012,tonnes,2 366 030
America,Argentina,Table Grapes,Production,2012,tonnes, 72 190
America,Argentina,Dried Grapes,Consumption,2013,tonnes, 1 000
America,Argentina,Table Grapes,Consumption,2013,tonnes, 24 113
America,Argentina,Dried Grapes,Exports,2013,tonnes, 29 300
America,Argentina,Fresh Grapes,Exports,2013,tonnes, 23 254
America,Argentina,Dried Grapes,Imports,2013,tonnes,  50
America,Argentina,Fresh Grapes,Imports,2013,tonnes,  60
America,Argentina,Dried Grapes,Production,2013,tonnes, 25 247
America,Argentina,Fresh Grapes,Production,2013,tonnes,2 871 749
America,Argentina,Table Grapes,Production,2013,tonnes, 47 367
America,Argentina,Dried Grapes,Consumption,2014,tonnes, 1 000
America,Argentina,Table Grapes,Consumption,2014,tonnes, 12 520
America,Argentina,Dried Grapes,Exports,2014,tonnes, 16 300
America,Argentina,Fresh Grapes,Exports,2014,tonnes, 17 571
America,Argentina,Dried Grapes,Imports,2014,tonnes,  41
America,Argentina,Fresh Grapes,Imports,2014,tonnes,  64
America,Argentina,Dried Grapes,Production,2014,tonnes, 15 798
America,Argentina,Fresh Grapes,Production,2014,tonnes,2 689 296
America,Argentina,Table Grapes,Production,2014,tonnes, 37 441
America,Argentina,Dried Grapes,Consumption,2015,tonnes, 1 000
America,Argentina,Table Grapes,Consumption,2015,tonnes, 16 353
America,Argentina,Dried Grapes,Exports,2015,tonnes, 29 700
America,Argentina,Fresh Grapes,Exports,2015,tonnes, 13 249
America,Argentina,Dried Grapes,Imports,2015,tonnes,  52
America,Argentina,Fresh Grapes,Imports,2015,tonnes,  850
America,Argentina,Dried Grapes,Production,2015,tonnes, 27 758
America,Argentina,Fresh Grapes,Production,2015,tonnes,2 493 741
America,Argentina,Table Grapes,Production,2015,tonnes, 44 524
America,Argentina,Dried Grapes,Consumption,2016,tonnes, 1 000
America,Argentina,Table Grapes,Consumption,2016,tonnes, 29 675
America,Argentina,Dried Grapes,Exports,2016,tonnes, 34 246
America,Argentina,Fresh Grapes,Exports,2016,tonnes, 11 153
America,Argentina,Dried Grapes,Imports,2016,tonnes,  133
America,Argentina,Fresh Grapes,Imports,2016,tonnes, 1 143
America,Argentina,Dried Grapes,Production,2016,tonnes, 32 212
America,Argentina,Fresh Grapes,Production,2016,tonnes,1 872 106
America,Argentina,Table Grapes,Production,2016,tonnes, 39 163
America,Argentina,Dried Grapes,Consumption,2017,tonnes, 1 000
America,Argentina,Table Grapes,Consumption,2017,tonnes, 28 723
America,Argentina,Dried Grapes,Exports,2017,tonnes, 27 455
America,Argentina,Fresh Grapes,Exports,2017,tonnes, 4 523
America,Argentina,Dried Grapes,Imports,2017,tonnes,  566
America,Argentina,Fresh Grapes,Imports,2017,tonnes, 3 938
America,Argentina,Dried Grapes,Production,2017,tonnes, 29 485
America,Argentina,Fresh Grapes,Production,2017,tonnes,2 072 474
America,Argentina,Table Grapes,Production,2017,tonnes, 33 018
America,Argentina,Dried Grapes,Consumption,2018,tonnes, 1 000
America,Argentina,Table Grapes,Consumption,2018,tonnes, 27 720
America,Argentina,Dried Grapes,Exports,2018,tonnes, 42 127
America,Argentina,Fresh Grapes,Exports,2018,tonnes, 5 544
America,Argentina,Dried Grapes,Imports,2018,tonnes,  288
America,Argentina,Fresh Grapes,Imports,2018,tonnes, 2 158
America,Argentina,Dried Grapes,Production,2018,tonnes, 39 200
America,Argentina,Fresh Grapes,Production,2018,tonnes,2 703 994
America,Argentina,Table Grapes,Production,2018,tonnes, 31 200
America,Argentina,Dried Grapes,Consumption,2019,tonnes, 1 000
America,Argentina,Table Grapes,Consumption,2019,tonnes, 23 553
America,Argentina,Dried Grapes,Exports,2019,tonnes, 36 089
America,Argentina,Fresh Grapes,Exports,2019,tonnes, 7 161
America,Argentina,Dried Grapes,Imports,2019,tonnes,  126
America,Argentina,Fresh Grapes,Imports,2019,tonnes, 1 169
America,Argentina,Dried Grapes,Production,2019,tonnes, 33 431
America,Argentina,Fresh Grapes,Production,2019,tonnes,2 562 343
America,Argentina,Table Grapes,Production,2019,tonnes, 30 010
America,Argentina,Table Grapes,Consumption,2020,tonnes, 25 551
America,Argentina,Dried Grapes,Exports,2020,tonnes, 36 380
America,Argentina,Fresh Grapes,Exports,2020,tonnes, 4 982
America,Argentina,Dried Grapes,Imports,2020,tonnes,  25
America,Argentina,Fresh Grapes,Imports,2020,tonnes, 2 334
America,Argentina,Dried Grapes,Production,2020,tonnes, 41 649
America,Argentina,Fresh Grapes,Production,2020,tonnes,2 138 213
America,Argentina,Table Grapes,Production,2020,tonnes, 23 993
America,Argentina,Table Grapes,Consumption,2021,tonnes, 16 087
America,Argentina,Dried Grapes,Exports,2021,tonnes, 39 744
America,Argentina,Fresh Grapes,Exports,2021,tonnes, 5 507
America,Argentina,Dried Grapes,Imports,2021,tonnes,  56
America,Argentina,Fresh Grapes,Imports,2021,tonnes, 5 129
America,Argentina,Dried Grapes,Production,2021,tonnes, 45 465
America,Argentina,Fresh Grapes,Production,2021,tonnes,2 366 434
America,Argentina,Table Grapes,Production,2021,tonnes, 21 594
America,Argentina,Table Grapes,Consumption,2022,tonnes, 24 253
America,Argentina,Dried Grapes,Exports,2022,tonnes, 31 125
America,Argentina,Fresh Grapes,Exports,2022,tonnes, 4 496
America,Argentina,Dried Grapes,Imports,2022,tonnes,  38
America,Argentina,Fresh Grapes,Imports,2022,tonnes, 5 682
America,Argentina,Dried Grapes,Production,2022,tonnes, 37 970
America,Argentina,Fresh Grapes,Production,2022,tonnes,2 057 624
America,Argentina,Table Grapes,Production,2022,tonnes, 33 848
America,Aruba,Table Grapes,Consumption,1995,tonnes,0
America,Aruba,Dried Grapes,Imports,1995,tonnes,0
America,Aruba,Fresh Grapes,Imports,1995,tonnes,  2
America,Aruba,Table Grapes,Consumption,1996,tonnes,0
America,Aruba,Dried Grapes,Imports,1996,tonnes,0
America,Aruba,Fresh Grapes,Imports,1996,tonnes,  19
America,Aruba,Table Grapes,Consumption,1997,tonnes,0
America,Aruba,Dried Grapes,Imports,1997,tonnes,0
America,Aruba,Fresh Grapes,Imports,1997,tonnes,  24
America,Aruba,Table Grapes,Consumption,1998,tonnes,0
America,Aruba,Dried Grapes,Imports,1998,tonnes,0
America,Aruba,Fresh Grapes,Imports,1998,tonnes,  9
America,Aruba,Table Grapes,Consumption,1999,tonnes,0
America,Aruba,Dried Grapes,Imports,1999,tonnes,0
America,Aruba,Fresh Grapes,Imports,1999,tonnes,0
America,Aruba,Table Grapes,Consumption,2000,tonnes,0
America,Aruba,Dried Grapes,Imports,2000,tonnes,0
America,Aruba,Fresh Grapes,Imports,2000,tonnes,0
America,Aruba,Table Grapes,Consumption,2001,tonnes,0
America,Aruba,Dried Grapes,Imports,2001,tonnes,0
America,Aruba,Fresh Grapes,Imports,2001,tonnes,0
America,Aruba,Table Grapes,Consumption,2002,tonnes,0
America,Aruba,Dried Grapes,Imports,2002,tonnes,0
America,Aruba,Fresh Grapes,Imports,2002,tonnes,0
America,Aruba,Table Grapes,Consumption,2003,tonnes,0
America,Aruba,Dried Grapes,Imports,2003,tonnes,0
America,Aruba,Fresh Grapes,Imports,2003,tonnes,0
America,Aruba,Table Grapes,Consumption,2004,tonnes,0
America,Aruba,Dried Grapes,Imports,2004,tonnes,0
America,Aruba,Fresh Grapes,Imports,2004,tonnes,0
America,Aruba,Table Grapes,Consumption,2005,tonnes,0
America,Aruba,Dried Grapes,Imports,2005,tonnes,0
America,Aruba,Fresh Grapes,Imports,2005,tonnes,0
America,Aruba,Table Grapes,Consumption,2006,tonnes,0
America,Aruba,Dried Grapes,Imports,2006,tonnes,0
America,Aruba,Fresh Grapes,Imports,2006,tonnes,0
America,Aruba,Table Grapes,Consumption,2007,tonnes,0
America,Aruba,Dried Grapes,Imports,2007,tonnes,0
America,Aruba,Fresh Grapes,Imports,2007,tonnes,0
America,Aruba,Table Grapes,Consumption,2008,tonnes,0
America,Aruba,Dried Grapes,Imports,2008,tonnes,0
America,Aruba,Fresh Grapes,Imports,2008,tonnes,0
America,Aruba,Table Grapes,Consumption,2009,tonnes,  370
America,Aruba,Dried Grapes,Imports,2009,tonnes,  45
